Unnamed: 0	university	career	inscription_date	first_name	last_name	gender	age	location	email	postal_code
488	universidad nacional de río cuarto	ingeniería electrónica	2020-10-11	brittney	mack	female	19	campo coliqueo	tonyamcgrath@hotmail.com	6015
489	universidad nacional de río cuarto	medicina	2020-10-11	craig	morgan	male	59	ceballos	ghardy@hotmail.com	6221
490	universidad nacional de río cuarto	licenciatura en terapia ocupacional	2020-10-12	john	gonzales	male	16	aconquija	jamesho@yahoo.com	4743
491	universidad nacional de río cuarto	técnico para bioterios 	2020-10-12	christina	mueller	female	11	las toninas	emily78@yahoo.com	7106
492	universidad nacional de río cuarto	licenciatura en musicoterapia	2020-10-12	william	hernandez	male	9	cantera aguirre	zbrown@hotmail.com	7000
493	universidad nacional de río cuarto	licenciatura en musicoterapia	2020-10-12	daniel	mooney	male	83	colonia mabragaña	nlittle@hotmail.com	3283
494	universidad nacional de río cuarto	licenciatura en sociología 	2020-10-12	jerry	brooks	male	15	desvio boero	wellscorey@yahoo.com	2415
495	universidad nacional de río cuarto	licenciatura en ciencias antropológicas	2020-10-12	vanessa	miller	female	48	cristolia	daltonalexandria@gmail.com	2445
496	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-10-12	christopher	crawford	male	12	la colina	stevensonmichelle@hotmail.com	7408
497	universidad nacional de río cuarto	licenciatura en planificación y diseño del paisaje	2020-10-12	susan	hopkins	female	77	cipolletti	timothymcdonald@hotmail.com	8324
498	universidad nacional de río cuarto	ingeniería mecánica	2020-10-12	michael	carson	male	9	punta de los llanos	gmorgan@yahoo.com	5384
499	universidad nacional de río cuarto	diseño industrial	2020-10-12	mary	phd	female	36	abel	evan37@gmail.com	6450
500	universidad nacional de río cuarto	ciencias veterinarias	2020-10-12	jordan	jones	female	87	colonia avellaneda	laura25@gmail.com	3107
501	universidad nacional de río cuarto	farmacia	2020-10-12	brenda	anderson	female	89	almirante brown	anthonydean@gmail.com	3701
502	universidad nacional de río cuarto	diseño industrial	2020-10-12	lauren	allison	female	68	san marcelo	carsontara@gmail.com	6009
503	universidad nacional de río cuarto	licenciatura en producción de bioimagenes	2020-10-13	john	black	male	84	aldea apeleg	gdean@gmail.com	9033
504	universidad nacional de río cuarto	agronomía	2020-10-13	alexander	thompson	male	12	barrio emir ramon juarez	sferrell@yahoo.com	7600
505	universidad nacional de río cuarto	licenciatura en artes	2020-10-13	benjamin	logan	male	95	cañada seca	parker91@yahoo.com	6105
506	universidad nacional de río cuarto	ingeniería en informática	2020-10-13	troy	rodriguez	male	84	bahia creek	guerrabobby@gmail.com	8501
507	universidad nacional de río cuarto	licenciatura en sociología 	2020-10-13	ryan	bowers	male	45	achico	isaiahlivingston@gmail.com	8315
508	universidad nacional de río cuarto	agronomía	2020-10-13	rebecca	brown	female	4	arata	lbird@yahoo.com	6385
509	universidad nacional de río cuarto	arquitectura	2020-10-13	blake	adams	male	4	rio tala	elizabeth89@yahoo.com	2944
510	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-10-13	jeffrey	cohen	male	70	libertad	charles68@hotmail.com	1716
511	universidad nacional de río cuarto	licenciatura en ciencias de la educación 	2020-10-13	nathaniel	velez	male	60	colonia el aguara	brianharris@hotmail.com	3534
512	universidad nacional de río cuarto	licenciatura en ciencias antropológicas	2020-10-13	susan	martin	female	85	cañadon del toro	wjohns@gmail.com	9303
513	universidad nacional de río cuarto	licenciatura en musicoterapia	2020-10-13	charles	lin	male	73	el peregrino	alexandercarroll@yahoo.com	6053
514	universidad nacional de río cuarto	contador público 	2020-10-13	tyler	miller	male	19	el potrero	dennis73@hotmail.com	5321
515	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-10-13	michele	harrison	female	75	alanices	gardneramanda@yahoo.com	5771
516	universidad nacional de río cuarto	licenciatura en relaciones del trabajo 	2020-10-13	laura	mckee	female	10	asuncion	chris27@hotmail.com	5535
517	universidad nacional de río cuarto	actuario 	2020-10-13	erica	moran	female	61	angeloni	xwilliams@gmail.com	3048
518	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-10-13	ian	arellano	male	6	alagon	juliagoodman@gmail.com	6463
519	universidad nacional de río cuarto	licenciatura en psicología	2020-10-13	dr.	bowen	female	68	colonia dos rosas y la legua	whitney40@yahoo.com	2349
520	universidad nacional de río cuarto	farmacia	2020-10-14	bianca	carter	female	24	colonia la oracion	ambertaylor@yahoo.com	6307
521	universidad nacional de río cuarto	licenciatura en ciencia y tecnología de alimentos	2020-10-14	connor	walker	male	91	el chalten	bondlisa@hotmail.com	9301
522	universidad nacional de río cuarto	licenciatura en relaciones del trabajo 	2020-10-14	megan	rios	female	4	arroyo seco	gonzalezmargaret@gmail.com	3641
523	universidad nacional de río cuarto	licenciatura en administración 	2020-10-14	diane	stephens	female	53	la union	apitts@yahoo.com	7160
524	universidad nacional de río cuarto	ingeniería mecánica	2020-10-14	misty	shah	female	9	arana	qmurphy@gmail.com	1909
525	universidad nacional de río cuarto	licenciatura en producción de bioimagenes	2020-10-14	debbie	manning	female	47	diamante	davidrodriguez@hotmail.com	3105
526	universidad nacional de río cuarto	ingeniería en informática	2020-10-14	scott	woodard	male	13	28 de julio	devin80@gmail.com	9107
527	universidad nacional de río cuarto	licenciatura en ciencia y tecnología de alimentos	2020-10-14	kelly	johnson	female	18	kilometro 45	michelle23@hotmail.com	1635
528	universidad nacional de río cuarto	licenciatura en relaciones del trabajo 	2020-10-14	todd	gross	male	69	colonia dos rosas y la legua	isanchez@gmail.com	2349
529	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-10-14	david	smith	male	38	berraondo	michellenelson@hotmail.com	8124
530	universidad nacional de río cuarto	diseño de imagen y sonido	2020-10-14	dustin	nelson	male	17	banda de lucero	wjohnson@yahoo.com	5333
531	universidad nacional de río cuarto	ingeniería mecánica	2020-10-14	jeanne	carter	female	9	barrientos	andrew53@gmail.com	7247
532	universidad nacional de río cuarto	licenciatura en ciencias geológicas	2020-10-14	ashley	lindsey	female	54	villa santos tesei	kwarner@yahoo.com	1688
533	universidad nacional de río cuarto	licenciatura en terapia ocupacional	2020-10-14	melissa	martin	female	78	alma grande	jamesdonald@hotmail.com	9015
534	universidad nacional de río cuarto	licenciatura en producción de bioimagenes	2020-10-15	katherine	conley	female	18	abdon castro tolay	bmay@hotmail.com	4641
535	universidad nacional de río cuarto	contador público 	2020-10-15	travis	lawson	male	32	isla	vanessasanchez@yahoo.com	5873
536	universidad nacional de río cuarto	licenciatura en ciencia y tecnología de alimentos	2020-10-15	alyssa	rivera	female	7	bella union paraje	brianfloyd@hotmail.com	3206
537	universidad nacional de río cuarto	farmacia	2020-10-15	kathy	smith	female	97	aguadita	jasmine72@gmail.com	5385
538	universidad nacional de río cuarto	licenciatura en ciencia y tecnología de alimentos	2020-10-15	alejandro	cooley	male	24	andrade	vincentestrada@gmail.com	5575
539	universidad nacional de río cuarto	ingeniería mecánica	2020-10-15	daniel	webster	male	2	trujui	gonzalesbrandon@hotmail.com	1664
540	universidad nacional de río cuarto	farmacia	2020-10-15	alexander	baker	male	66	el carbalino	uneal@hotmail.com	5592
541	universidad nacional de río cuarto	arquitectura	2020-10-15	charles	gonzalez	male	57	barrio gral jose de san martin	logandavid@gmail.com	3700
542	universidad nacional de río cuarto	arquitectura	2020-10-15	jonathan	banks	male	8	emilio lamarca	mzuniga@yahoo.com	8505
543	universidad nacional de río cuarto	licenciatura en ciencias de la computación	2020-10-15	kim	garcia	female	9	caminera	christian97@yahoo.com	8370
544	universidad nacional de río cuarto	ciencias veterinarias	2020-10-15	brittany	smith	female	5	colonia santa rosa	nancy96@hotmail.com	1816
545	universidad nacional de río cuarto	licenciatura en ciencias antropológicas	2020-10-15	marcus	cherry	male	5	chumbicha	richard88@yahoo.com	4728
546	universidad nacional de río cuarto	licenciatura en planificación y diseño del paisaje	2020-10-15	victoria	miller	female	75	1 de mayo	qgarcia@gmail.com	3362
547	universidad nacional de río cuarto	ingeniería mecánica	2020-10-15	randy	peterson	male	51	faro querandi	choward@gmail.com	7165
548	universidad nacional de río cuarto	licenciatura en producción de bioimagenes	2020-10-15	ms.	smith	female	59	recalde	igonzalez@yahoo.com	6559
549	universidad nacional de río cuarto	farmacia	2020-10-16	trevor	williams	male	98	20 de septiembre	epace@yahoo.com	3158
550	universidad nacional de río cuarto	ingeniería mecánica	2020-10-16	brian	adams	male	48	nelson	tina72@hotmail.com	3032
551	universidad nacional de río cuarto	ciencias veterinarias	2020-10-16	joshua	owens	male	5	capitan montoya	curtisayala@hotmail.com	5601
552	universidad nacional de río cuarto	licenciatura en planificación y diseño del paisaje	2020-10-16	timothy	quinn	male	9	campo de talamayo	singhthomas@gmail.com	4158
553	universidad nacional de río cuarto	licenciatura en artes	2020-10-16	angel	hansen	female	5	juancho	michael45@yahoo.com	7169
554	universidad nacional de río cuarto	contador público 	2020-10-16	roy	baker	male	0	avanzada	mhenderson@hotmail.com	5738
555	universidad nacional de río cuarto	ingeniería mecánica	2020-10-16	renee	espinoza	female	53	ezpeleta este	vincentferguson@gmail.com	1882
556	universidad nacional de río cuarto	licenciatura en ciencias ambientales	2020-10-16	larry	hall	male	14	cachari	stevensonlinda@hotmail.com	7214
557	universidad nacional de río cuarto	diseño de imagen y sonido	2020-10-16	anna	le	female	44	el campamento	christinapalmer@yahoo.com	3524
558	universidad nacional de río cuarto	licenciatura en musicoterapia	2020-10-17	charles	hogan	male	24	sarandi	scottobrien@gmail.com	1872
559	universidad nacional de río cuarto	ingeniería mecánica	2020-10-17	tony	wright	male	7	abra de hinojo	jasonsullivan@gmail.com	8170
560	universidad nacional de río cuarto	licenciatura en sociología 	2020-10-17	amy	jimenez	female	67	anasagasti	dmanning@gmail.com	6607
561	universidad nacional de río cuarto	farmacia	2020-10-17	heather	md	female	11	haras san jacinto	jeremiahkelley@hotmail.com	2705
562	universidad nacional de río cuarto	contador público 	2020-10-17	mark	whitaker	male	0	capitan bermudez	wguzman@hotmail.com	2154
563	universidad nacional de río cuarto	actuario 	2020-10-17	ashley	rodriguez	female	10	bajo caracoles	drojas@hotmail.com	9315
564	universidad nacional de río cuarto	licenciatura en planificación y diseño del paisaje	2020-10-17	shawn	knox	male	2	planicie banderita	angelaschmidt@hotmail.com	8301
565	universidad nacional de río cuarto	medicina	2020-10-17	jason	md	male	22	baterias	rfrost@hotmail.com	8113
566	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-10-17	christine	gomez	female	58	cevil grande	xtran@yahoo.com	4155
567	universidad nacional de río cuarto	contador público 	2020-10-17	whitney	avila	female	59	huasa pampa norte	neilrichardson@gmail.com	4163
568	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-10-17	katie	valdez	female	7	albigasta	contreraskathleen@gmail.com	4235
569	universidad nacional de río cuarto	diseño industrial	2020-10-17	teresa	howard	female	54	achaval rodriguez	priscilla58@gmail.com	2344
570	universidad nacional de río cuarto	licenciatura en ciencia y tecnología de alimentos	2020-10-17	rachel	weaver	female	95	comodoro py	bjones@gmail.com	6641
571	universidad nacional de río cuarto	licenciatura en producción de bioimagenes	2020-10-18	jose	jordan	male	28	muñiz	lcampbell@gmail.com	1663
572	universidad nacional de río cuarto	licenciatura en sociología 	2020-10-18	daniel	wiley	male	13	acasape	daniellegraham@yahoo.com	5722
573	universidad nacional de río cuarto	contador público 	2020-10-18	bonnie	carey	female	25	jesus maria	lewismary@yahoo.com	2204
574	universidad nacional de río cuarto	ingeniería en informática	2020-10-18	hannah	daniel	female	96	general rojo	wcarson@gmail.com	2905
575	universidad nacional de río cuarto	medicina	2020-10-18	brian	harris	male	16	fortin irene	zmartinez@hotmail.com	7316
576	universidad nacional de río cuarto	licenciatura en ciencias ambientales	2020-10-18	mary	hayes	female	85	barrancas	bonillathomas@gmail.com	2246
577	universidad nacional de río cuarto	ingeniería mecánica	2020-10-18	kristen	pierce	female	35	cañadon de los indios	barberstephanie@hotmail.com	8375
578	universidad nacional de río cuarto	agronomía	2020-10-18	mrs.	md	female	41	8 de diciembre	austinmatthews@hotmail.com	3450
579	universidad nacional de río cuarto	licenciatura en ciencias antropológicas	2020-10-18	christopher	hamilton	male	78	isla grande	randalljoel@yahoo.com	8361
580	universidad nacional de río cuarto	actuario 	2020-10-18	justin	sullivan	male	49	el durazno	nwiggins@gmail.com	1735
581	universidad nacional de río cuarto	técnico para bioterios 	2020-10-18	jerry	davis	male	57	casbas	doughertydevin@yahoo.com	6417
582	universidad nacional de río cuarto	agronomía	2020-10-19	hunter	sanchez	male	56	balderrama	daniellecarey@hotmail.com	4166
583	universidad nacional de río cuarto	ingeniería electrónica	2020-10-19	curtis	duncan	male	7	hurlingham	moorepamela@yahoo.com	1686
584	universidad nacional de río cuarto	licenciatura en terapia ocupacional	2020-10-19	denise	sherman	female	20	cañada del ucle	cfoley@yahoo.com	2635
585	universidad nacional de río cuarto	licenciatura en psicología	2020-10-19	sophia	martinez	female	4	laprida	haileymartinez@gmail.com	7414
586	universidad nacional de río cuarto	licenciatura en relaciones del trabajo 	2020-10-19	joseph	boyer	male	8	carahunco	wwatson@hotmail.com	4612
587	universidad nacional de río cuarto	agronomía	2020-10-19	yvonne	todd	female	75	arenales	xrodriguez@gmail.com	5539
588	universidad nacional de río cuarto	ingeniería en informática	2020-10-19	mr.	willis	male	74	aldea beleiro	donaldvasquez@yahoo.com	9037
589	universidad nacional de río cuarto	licenciatura en sociología 	2020-10-19	dr.	lawson	female	0	dudignac	brownpaul@yahoo.com	6505
590	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-10-20	michael	miller	male	73	isla grande	diane57@hotmail.com	8361
591	universidad nacional de río cuarto	licenciatura en gestión de agroalimentos	2020-10-20	alexander	kaiser	male	32	san andres	tyler73@yahoo.com	1651
592	universidad nacional de río cuarto	técnico para bioterios 	2020-10-20	marcus	kidd	male	32	kilometro 408	stephenkelley@gmail.com	3580
593	universidad nacional de río cuarto	licenciatura en sociología 	2020-10-20	michelle	perry	female	75	cholila	marcusparks@yahoo.com	9217
594	universidad nacional de río cuarto	licenciatura en ciencias ambientales	2020-10-20	marcus	fuller	male	10	estela	herrerasarah@yahoo.com	8127
595	universidad nacional de río cuarto	diseño industrial	2020-10-20	mr.	lee	male	6	carlos maria naon	laurenpowell@yahoo.com	6515
596	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-10-20	lawrence	peck	male	50	lomas del mirador	jessica95@gmail.com	1752
597	universidad nacional de río cuarto	licenciatura en ciencias de la educación 	2020-10-20	james	andersen	male	24	alamos	rachelcobb@yahoo.com	6437
598	universidad nacional de río cuarto	licenciatura en administración 	2020-10-20	stephen	estrada	male	87	gaboto	schultzmindy@yahoo.com	2208
599	universidad nacional de río cuarto	arquitectura	2020-10-21	henry	james	male	37	arroyo pastora	samuelpayne@yahoo.com	3316
600	universidad nacional de río cuarto	licenciatura en ciencias antropológicas	2020-10-21	jessica	long	female	23	villani	millerdennis@hotmail.com	2400
601	universidad nacional de río cuarto	arquitectura	2020-10-21	gabriela	lopez	female	73	huanqueros	jesus71@gmail.com	3076
602	universidad nacional de río cuarto	diseño industrial	2020-10-21	javier	md	male	22	aguadita	jodidiaz@yahoo.com	5385
603	universidad nacional de río cuarto	licenciatura en planificación y diseño del paisaje	2020-10-21	brittany	coleman	female	39	alfredo demarchi	brettanderson@hotmail.com	6533
604	universidad nacional de río cuarto	licenciatura en administración 	2020-10-21	nathaniel	williams	male	76	colonia san francisco	seth98@yahoo.com	2527
605	universidad nacional de río cuarto	diseño de imagen y sonido	2020-10-21	shannon	figueroa	female	55	jose ferrari	youngerin@gmail.com	1905
606	universidad nacional de río cuarto	licenciatura en ciencias de la educación 	2020-10-21	olivia	perkins	female	9	2 de julio	edward07@yahoo.com	3344
607	universidad nacional de río cuarto	licenciatura en ciencias de la computación	2020-10-21	tina	paul	female	4	alvaro barros	stephen90@hotmail.com	7403
608	universidad nacional de río cuarto	ingeniería en informática	2020-10-21	isaac	green	male	38	alto las lechuzas	tinamejia@gmail.com	4147
609	universidad nacional de río cuarto	licenciatura en administración 	2020-10-21	stephanie	austin	female	55	grand bourg	davidsonlindsey@yahoo.com	1615
610	universidad nacional de río cuarto	licenciatura en ciencias de la educación 	2020-10-21	jason	webb	male	7	base naval rio santiago	travis23@gmail.com	1929
611	universidad nacional de río cuarto	licenciatura en ciencias antropológicas	2020-10-21	erik	lin	male	32	ariel	crawfordjoshua@yahoo.com	7301
612	universidad nacional de río cuarto	licenciatura en ciencia y tecnología de alimentos	2020-10-21	brendan	nichols	male	24	tablada	codysuarez@hotmail.com	1766
613	universidad nacional de río cuarto	licenciatura en ciencias de la educación 	2020-10-22	zachary	ramirez	male	10	santos lugares	johnsonmichael@hotmail.com	1676
614	universidad nacional de río cuarto	ciencias veterinarias	2020-10-22	brandi	wood	female	51	alfredo demarchi	christopher82@gmail.com	6533
615	universidad nacional de río cuarto	diseño industrial	2020-10-22	eric	thompson	male	1	gaboto	ronaldgriffin@hotmail.com	2208
616	universidad nacional de río cuarto	actuario 	2020-10-22	eric	jackson	male	61	barrio villa cordoba	dannyosborne@yahoo.com	3440
617	universidad nacional de río cuarto	licenciatura en ciencia y tecnología de alimentos	2020-10-22	susan	acosta	female	43	aguadita	mscott@gmail.com	5385
618	universidad nacional de río cuarto	técnico para bioterios 	2020-10-22	shannon	nelson	female	67	bigand	garciachase@hotmail.com	2177
619	universidad nacional de río cuarto	licenciatura en sociología 	2020-10-22	brittney	parks	female	24	empalme	william86@yahoo.com	1633
620	universidad nacional de río cuarto	farmacia	2020-10-22	jennifer	sims	female	25	de bruyn	vickie88@gmail.com	6031
621	universidad nacional de río cuarto	licenciatura en sociología 	2020-10-22	teresa	zavala	female	8	aguadita	sandra15@yahoo.com	5385
622	universidad nacional de río cuarto	licenciatura en relaciones del trabajo 	2020-10-22	kenneth	baxter	male	4	caraguata	johnsonkathryn@hotmail.com	3248
623	universidad nacional de río cuarto	diseño de imagen y sonido	2020-10-22	shawn	santiago	male	35	membrillar	stephensjennifer@gmail.com	6748
624	universidad nacional de río cuarto	licenciatura en terapia ocupacional	2020-10-22	anthony	carroll	male	78	el carmen	sarawilson@gmail.com	4128
625	universidad nacional de río cuarto	bioquímica	2020-10-22	jessica	bryant	female	11	cañadon de los indios	latoyaortiz@yahoo.com	8375
626	universidad nacional de río cuarto	licenciatura en ciencia política 	2020-10-22	zachary	francis	male	22	amenabar	floresvictor@hotmail.com	6103
627	universidad nacional de río cuarto	licenciatura en ciencias biológicas	2020-10-22	marilyn	scott	female	14	los molinos	ckeller@yahoo.com	2181
628	universidad nacional de río cuarto	licenciatura en ciencia y tecnología de alimentos	2020-10-22	jacob	davis	male	94	san isidro	jasmine22@hotmail.com	1642
629	universidad nacional de río cuarto	licenciatura en planificación y diseño del paisaje	2020-10-22	thomas	rivera	male	39	berraondo	brittanygreen@hotmail.com	8124
630	universidad nacional de río cuarto	ingeniería en informática	2020-10-22	leonard	trevino	male	20	gonzalez catan	tanya13@hotmail.com	1759
631	universidad nacional de río cuarto	diseño industrial	2020-10-22	samantha	yates	female	20	indacochea	michaelholmes@hotmail.com	6623
632	universidad nacional de río cuarto	licenciatura en ciencias de la educación 	2020-10-22	pamela	adams	female	24	28 de julio	katherine47@gmail.com	9107
633	universidad nacional de río cuarto	técnico para bioterios 	2020-10-22	kimberly	short	female	8	8 de diciembre	matthew80@gmail.com	3450
634	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-10-22	catherine	watson	female	25	punta de los llanos	pbenson@yahoo.com	5384
635	universidad nacional de río cuarto	licenciatura en relaciones del trabajo 	2020-10-23	joel	curtis	male	55	estacion christophersen	henrydawn@yahoo.com	2611
636	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-10-23	emily	davenport	female	5	los frentones	hwilliams@hotmail.com	3712
637	universidad nacional de río cuarto	licenciatura en ciencias biológicas	2020-10-23	nicholas	kim	male	15	campo de talamayo	christina63@hotmail.com	4158
638	universidad nacional de río cuarto	licenciatura en gestión de agroalimentos	2020-10-23	shane	smith	male	11	cañada rica	joseph95@yahoo.com	2105
639	universidad nacional de río cuarto	ingeniería mecánica	2020-10-23	jason	mccormick	male	6	roldan	louissullivan@yahoo.com	2134
640	universidad nacional de río cuarto	licenciatura en ciencias geológicas	2020-10-23	melanie	barrett	female	52	cara mala	kevinlewis@yahoo.com	9313
641	universidad nacional de río cuarto	diseño industrial	2020-10-23	jerry	chang	male	55	alto de las plumas	kellyproctor@gmail.com	9101
642	universidad nacional de río cuarto	arquitectura	2020-10-23	sandra	carroll	female	33	ayacucho	matthewjohnson@yahoo.com	7150
643	universidad nacional de río cuarto	actuario 	2020-10-23	jesse	molina	male	-1	los cardos	suttonnathaniel@gmail.com	2533
644	universidad nacional de río cuarto	licenciatura en ciencia política 	2020-10-23	crystal	riley	female	16	diamante	dcharles@gmail.com	3105
645	universidad nacional de río cuarto	licenciatura en ciencia y tecnología de alimentos	2020-10-23	richard	matthews	male	12	avellaneda	jason79@hotmail.com	3561
646	universidad nacional de río cuarto	licenciatura en relaciones del trabajo 	2020-10-23	zachary	moore	male	90	carreras	hlynch@hotmail.com	2729
647	universidad nacional de río cuarto	contador público 	2020-10-24	jonathan	fitzpatrick	male	82	general guido	rwhite@gmail.com	7118
648	universidad nacional de río cuarto	farmacia	2020-10-24	christopher	ball	male	12	candioti	jgarza@yahoo.com	3018
649	universidad nacional de río cuarto	licenciatura en producción de bioimagenes	2020-10-24	alexander	villegas	male	7	campo ubajo	chadreyes@gmail.com	3560
650	universidad nacional de río cuarto	licenciatura en ciencia y tecnología de alimentos	2020-10-24	bruce	cunningham	male	57	porvenir	brookssamantha@gmail.com	6063
651	universidad nacional de río cuarto	ingeniería en informática	2020-10-24	michael	buchanan	male	6	barcala	sawyersharon@gmail.com	5587
652	universidad nacional de río cuarto	licenciatura en ciencias geológicas	2020-10-24	allen	foster	male	84	chichagasta	xatkins@yahoo.com	5266
653	universidad nacional de río cuarto	ingeniería mecánica	2020-10-24	jennifer	scott	female	75	anguinan	richard31@hotmail.com	5363
654	universidad nacional de río cuarto	ciencias veterinarias	2020-10-24	mary	summers	female	79	adrian maturano	qterry@hotmail.com	5590
655	universidad nacional de río cuarto	licenciatura en planificación y diseño del paisaje	2020-10-24	patricia	wallace	female	53	pontaut	amy04@gmail.com	7535
656	universidad nacional de río cuarto	ingeniería en informática	2020-10-24	christopher	steele	male	2	cameron	jose87@yahoo.com	9017
657	universidad nacional de río cuarto	ingeniería mecánica	2020-10-25	alan	randall	male	67	aguada escondida	thompsonkatherine@hotmail.com	9019
658	universidad nacional de río cuarto	actuario 	2020-10-25	heather	roberson	female	48	estacion christophersen	william94@gmail.com	2611
659	universidad nacional de río cuarto	licenciatura en sociología 	2020-10-25	erika	simpson	female	14	primera junta	sfrazier@hotmail.com	6422
660	universidad nacional de río cuarto	ingeniería en informática	2020-10-25	christopher	moore	male	76	la colina	edward61@gmail.com	7408
661	universidad nacional de río cuarto	licenciatura en ciencias ambientales	2020-10-25	brian	manning	male	55	el durazno	andrea92@gmail.com	1735
662	universidad nacional de río cuarto	ingeniería en informática	2020-10-25	justin	estes	male	42	colonia alberdi	davisdavid@hotmail.com	6034
663	universidad nacional de río cuarto	ingeniería electrónica	2020-10-25	donald	riley	male	19	bordenave	roy00@yahoo.com	8187
664	universidad nacional de río cuarto	farmacia	2020-10-25	carla	benitez	female	69	wilde	sarahrusso@hotmail.com	1875
665	universidad nacional de río cuarto	ingeniería en informática	2020-10-25	rachel	gonzalez	female	22	la chilca	cweber@hotmail.com	5779
666	universidad nacional de río cuarto	licenciatura en administración 	2020-10-26	cody	walker	male	10	abra de peñas	victor76@yahoo.com	4650
667	universidad nacional de río cuarto	ciencias veterinarias	2020-10-26	tiffany	lane	female	84	aero club canal	ashleycox@yahoo.com	2823
668	universidad nacional de río cuarto	técnico para bioterios 	2020-10-26	lisa	hayes	female	4	la eduvigis	nicole50@yahoo.com	3507
669	universidad nacional de río cuarto	licenciatura en ciencias biológicas	2020-10-26	jonathan	roberts	male	68	lomas del mirador	nataliegordon@hotmail.com	1752
670	universidad nacional de río cuarto	actuario 	2020-10-26	rhonda	hendrix	female	79	campo calvo	uweber@gmail.com	2123
671	universidad nacional de río cuarto	contador público 	2020-10-26	raymond	hensley	male	80	aaron castellanos	mjones@yahoo.com	6106
672	universidad nacional de río cuarto	ingeniería mecánica	2020-10-26	david	nelson	male	4	aranguren	deangray@gmail.com	3162
673	universidad nacional de río cuarto	licenciatura en ciencia política 	2020-10-26	anne	perry	female	13	el juncalito	tannermiller@gmail.com	5620
674	universidad nacional de río cuarto	diseño de imagen y sonido	2020-10-26	zachary	schultz	male	13	catamontaña	williamsullivan@gmail.com	4603
675	universidad nacional de río cuarto	licenciatura en ciencias de la computación	2020-10-26	brittany	dillon	female	8	peyrano	wilsonsherry@gmail.com	2113
676	universidad nacional de río cuarto	arquitectura	2020-10-26	amy	brady	female	40	huanqueros	yjones@gmail.com	3076
677	universidad nacional de río cuarto	licenciatura en administración 	2020-10-26	christopher	vincent	male	3	9 de julio	iphillips@hotmail.com	6500
678	universidad nacional de río cuarto	ingeniería mecánica	2020-10-27	ellen	horne	female	30	doctor domingo harosteguy	chenlarry@gmail.com	7212
679	universidad nacional de río cuarto	licenciatura en terapia ocupacional	2020-10-27	christina	gallagher	female	15	barrio batan	michelle37@hotmail.com	7601
680	universidad nacional de río cuarto	licenciatura en sociología 	2020-10-27	amanda	taylor	female	12	las hermanas	mgray@gmail.com	7412
681	universidad nacional de río cuarto	licenciatura en ciencias ambientales	2020-10-27	gabrielle	campbell	female	84	campo medina	awilson@yahoo.com	2142
682	universidad nacional de río cuarto	licenciatura en psicología	2020-10-27	amber	harmon	female	53	acheral	christina40@yahoo.com	5260
683	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-10-27	michael	ramirez	male	5	colonia belgrano	jacksonjoseph@hotmail.com	2257
684	universidad nacional de río cuarto	licenciatura en sociología 	2020-10-27	george	bell	male	29	san genaro norte	reedmichael@yahoo.com	2147
685	universidad nacional de río cuarto	diseño industrial	2020-10-27	eric	rivera	male	53	ampacama	fmoore@hotmail.com	5444
686	universidad nacional de río cuarto	agronomía	2020-10-27	michael	smith	male	4	colonia falco	pattersonvictoria@yahoo.com	3188
687	universidad nacional de río cuarto	contador público 	2020-10-28	donald	meyer	male	26	los antiguos	vmarshall@gmail.com	9041
688	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-10-28	sara	carney	female	7	agua botada	danielleonard@gmail.com	5613
689	universidad nacional de río cuarto	contador público 	2020-10-28	emily	hendricks	female	79	aguada alegre	brooksgregory@gmail.com	9310
690	universidad nacional de río cuarto	licenciatura en ciencias de la computación	2020-10-28	elaine	hart	female	38	cacui	qkirk@yahoo.com	3514
691	universidad nacional de río cuarto	técnico para bioterios 	2020-10-28	brian	townsend	male	11	7 de abril	troth@hotmail.com	4195
692	universidad nacional de río cuarto	bioquímica	2020-10-28	jennifer	caldwell	female	1	gregorio de laferrere	jlong@gmail.com	1757
693	universidad nacional de río cuarto	farmacia	2020-10-28	tyler	owens	male	88	matheu	usmith@yahoo.com	1627
694	universidad nacional de río cuarto	licenciatura en ciencias geológicas	2020-10-28	ronald	park	male	1	armstrong	brenda10@hotmail.com	2508
695	universidad nacional de río cuarto	licenciatura en gestión de agroalimentos	2020-10-28	kristen	walker	female	47	campo el mataco	robinsonandrea@gmail.com	2342
696	universidad nacional de río cuarto	licenciatura en ciencias geológicas	2020-10-28	melissa	baxter	female	96	alegre	huberjames@yahoo.com	1987
