,universidad,careers,fecha_de_inscripcion,names,sexo,birth_dates,correos_electronicos,codigo_postal
411,_universidad_de_palermo,ingeniería_mecánica,03/Oct/20,steve_gray,m,19/Nov/34,johnscott@gmail.com,3283
412,_universidad_de_palermo,licenciatura_en_ciencias_geológicas,03/Oct/20,larry_lee,m,09/Oct/34,jeffrey92@yahoo.com,2615
413,_universidad_de_palermo,diseño_industrial,03/Oct/20,nicole_jackson,f,10/Feb/51,wilsongilbert@yahoo.com,5612
414,_universidad_de_palermo,bioquímica,03/Oct/20,sandra_johnston,f,27/Jan/29,david59@yahoo.com,4132
415,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,03/Oct/20,tim_fry,m,07/Mar/12,thomasjustin@gmail.com,7001
416,_universidad_de_palermo,farmacia,04/Oct/20,vanessa_todd,f,06/Aug/12,amoreno@gmail.com,8409
417,_universidad_de_palermo,ingeniería_electrónica,04/Oct/20,mr._john_clayton_md,m,30/Mar/18,johnsonvictoria@yahoo.com,7412
418,_universidad_de_palermo,licenciatura_en_ciencias_geológicas,04/Oct/20,nathan_pitts,m,03/Jul/89,anthony93@hotmail.com,6301
419,_universidad_de_palermo,contador_público_,04/Oct/20,tony_hernandez,m,03/Nov/77,jasonkeller@yahoo.com,1986
420,_universidad_de_palermo,licenciatura_en_ciencia_política_,04/Oct/20,lee_jones,m,23/Oct/07,buckleyrachel@yahoo.com,8156
421,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,04/Oct/20,melissa_johnson,f,14/Mar/57,karen09@hotmail.com,2754
422,_universidad_de_palermo,licenciatura_en_musicoterapia,04/Oct/20,catherine_nicholson,f,02/Aug/07,vtaylor@yahoo.com,9103
423,_universidad_de_palermo,bioquímica,04/Oct/20,john_boyer,m,28/Feb/71,qrodriguez@hotmail.com,4724
424,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,04/Oct/20,julie_davis,f,21/Jan/16,fmoreno@yahoo.com,4605
425,_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,04/Oct/20,mrs._michelle_george,f,31/Oct/15,angelicakline@yahoo.com,1832
426,_universidad_de_palermo,diseño_de_imagen_y_sonido,04/Oct/20,charles_smith,m,03/Apr/67,josephadams@gmail.com,2946
427,_universidad_de_palermo,licenciatura_en_musicoterapia,04/Oct/20,rebecca_hamilton,f,24/Oct/40,gperez@yahoo.com,8360
428,_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,04/Oct/20,steven_rodriguez_dds,m,17/Nov/30,tnielsen@yahoo.com,1884
429,_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,04/Oct/20,taylor_herring,f,01/Jun/84,ygreen@yahoo.com,6313
430,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,04/Oct/20,linda_johnson,f,08/Mar/75,kelly17@yahoo.com,3241
431,_universidad_de_palermo,ingeniería_electrónica,05/Oct/20,brent_velez,m,23/Jun/13,veronicalong@hotmail.com,3454
432,_universidad_de_palermo,contador_público_,05/Oct/20,michael_shaffer,m,18/Aug/98,sean16@gmail.com,9031
433,_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,05/Oct/20,brian_bishop,m,19/May/08,sara48@gmail.com,6743
434,_universidad_de_palermo,licenciatura_en_administración_,05/Oct/20,martha_hall,f,07/Feb/12,robert67@hotmail.com,8364
435,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,05/Oct/20,eric_sims,m,24/Feb/27,mwells@hotmail.com,9101
436,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,05/Oct/20,paul_beck,m,23/Sep/77,conleytammy@yahoo.com,5613
437,_universidad_de_palermo,licenciatura_en_administración_,05/Oct/20,abigail_day,f,22/Jun/43,isims@gmail.com,2824
438,_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,05/Oct/20,timothy_williams,m,19/Nov/95,joseph85@hotmail.com,1665
439,_universidad_de_palermo,licenciatura_en_planificación_y_diseño_del_paisaje,05/Oct/20,robert_kelly,m,07/Jun/74,james70@hotmail.com,3420
440,_universidad_de_palermo,licenciatura_en_administración_,05/Oct/20,terry_duran,m,13/Feb/08,michael64@hotmail.com,1838
441,_universidad_de_palermo,licenciatura_en_artes,05/Oct/20,steven_roberts,m,11/Dec/02,wendy20@yahoo.com,3129
442,_universidad_de_palermo,ingeniería_mecánica,05/Oct/20,jeffrey_villegas,m,16/Apr/13,matthew26@yahoo.com,1915
443,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,05/Oct/20,rebecca_martin,f,01/Feb/72,joshuaward@yahoo.com,8336
444,_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,06/Oct/20,ronald_graves,m,05/Jun/18,daniel23@hotmail.com,3252
445,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,06/Oct/20,maria_kelly,f,15/Dec/98,kbarrett@yahoo.com,9105
446,_universidad_de_palermo,contador_público_,06/Oct/20,misty_mitchell,f,09/May/38,juliecarter@gmail.com,5500
447,_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,06/Oct/20,alexis_williams,f,14/Jun/29,rgreen@hotmail.com,9210
448,_universidad_de_palermo,licenciatura_en_ciencias_biológicas,06/Oct/20,mr._william_wilson,m,23/Jul/30,oconnorjoanna@gmail.com,6640
449,_universidad_de_palermo,licenciatura_en_ciencias_biológicas,06/Oct/20,john_miranda,m,30/Jun/34,kathleenrobinson@gmail.com,2709
450,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,06/Oct/20,mike_graves_dds,m,07/May/72,rsalazar@yahoo.com,2173
451,_universidad_de_palermo,licenciatura_en_ciencias_ambientales,06/Oct/20,molly_gordon,f,13/Dec/67,stevensalexandra@hotmail.com,3001
452,_universidad_de_palermo,medicina,06/Oct/20,jason_wilson,m,08/Dec/28,melissa48@yahoo.com,5465
453,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,06/Oct/20,sarah_fleming,f,24/Dec/18,paul86@gmail.com,5609
454,_universidad_de_palermo,licenciatura_en_musicoterapia,07/Oct/20,lisa_robles,f,14/Dec/31,marcia37@hotmail.com,9000
455,_universidad_de_palermo,licenciatura_en_ciencias_biológicas,07/Oct/20,paul_thompson,m,18/Sep/52,sarah77@yahoo.com,3524
456,_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,07/Oct/20,lindsay_kelly,f,22/Oct/47,john86@hotmail.com,5571
457,_universidad_de_palermo,actuario_,07/Oct/20,scott_cox,m,16/Sep/97,leslie56@yahoo.com,6053
458,_universidad_de_palermo,ingeniería_mecánica,07/Oct/20,tiffany_reynolds,f,04/Feb/55,tramirez@gmail.com,3156
459,_universidad_de_palermo,actuario_,07/Oct/20,megan_robinson,f,20/Jan/74,jasminephillips@gmail.com,3231
460,_universidad_de_palermo,licenciatura_en_musicoterapia,07/Oct/20,kevin_jimenez,m,18/Apr/13,monroepatrick@yahoo.com,3714
461,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,07/Oct/20,christopher_camacho,m,22/Jun/54,alexacox@gmail.com,9210
462,_universidad_de_palermo,farmacia,07/Oct/20,shannon_schmidt,f,03/Jan/31,deborahboyd@hotmail.com,3241
463,_universidad_de_palermo,licenciatura_en_musicoterapia,07/Oct/20,shannon_preston,f,21/Oct/12,hughesricardo@gmail.com,1828
464,_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,07/Oct/20,mrs._maria_lee,f,11/Dec/74,nguyenkenneth@gmail.com,6459
465,_universidad_de_palermo,ciencias_veterinarias,08/Oct/20,edward_maxwell,m,24/Nov/26,davenportgregory@gmail.com,3222
466,_universidad_de_palermo,ingeniería_mecánica,08/Oct/20,ashley_chen_dvm,f,15/Dec/54,ykelly@yahoo.com,3503
467,_universidad_de_palermo,ingeniería_mecánica,08/Oct/20,jill_morales,f,28/Sep/06,meganherrera@yahoo.com,1858
468,_universidad_de_palermo,contador_público_,08/Oct/20,james_powell,m,01/Sep/79,ujohnson@yahoo.com,2105
469,_universidad_de_palermo,ingeniería_electrónica,08/Oct/20,kevin_wells,m,06/Dec/87,victoria47@yahoo.com,3311
470,_universidad_de_palermo,medicina,08/Oct/20,daniel_holmes,m,26/Jan/63,alexis85@hotmail.com,3543
471,_universidad_de_palermo,actuario_,08/Oct/20,susan_thompson,f,31/Jan/56,kphillips@hotmail.com,2324
472,_universidad_de_palermo,farmacia,08/Oct/20,jimmy_williamson,m,22/Aug/91,jbaldwin@yahoo.com,5261
473,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,08/Oct/20,james_payne,m,25/Nov/90,tinawebb@gmail.com,2726
474,_universidad_de_palermo,licenciatura_en_ciencias_geológicas,08/Oct/20,olivia_singh,f,21/Sep/22,butlermaria@yahoo.com,6361
475,_universidad_de_palermo,licenciatura_en_terapia_ocupacional,08/Oct/20,kyle_trevino,m,26/Aug/22,jramos@gmail.com,1759
476,_universidad_de_palermo,licenciatura_en_psicología,08/Oct/20,dana_solis,f,19/Mar/42,karcher@hotmail.com,3324
477,_universidad_de_palermo,licenciatura_en_terapia_ocupacional,08/Oct/20,theresa_williams,f,21/Oct/09,angelicaharrington@hotmail.com,2933
478,_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,08/Oct/20,karen_rios,f,28/Sep/26,rossjonathon@gmail.com,5475
479,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,08/Oct/20,alexis_dunn,f,03/Jul/16,qhunter@gmail.com,4631
480,_universidad_de_palermo,licenciatura_en_terapia_ocupacional,08/Oct/20,olivia_pruitt,f,16/Aug/16,castillomike@gmail.com,6712
481,_universidad_de_palermo,bioquímica,09/Oct/20,christian_fletcher,m,16/Feb/86,phillipsmonica@hotmail.com,6417
482,_universidad_de_palermo,licenciatura_en_ciencias_biológicas,09/Oct/20,aaron_aguilar,m,05/Jan/11,martinalicia@hotmail.com,8214
483,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,09/Oct/20,summer_sullivan,f,01/May/71,victoria55@hotmail.com,8532
484,_universidad_de_palermo,licenciatura_en_ciencias_ambientales,09/Oct/20,amy_garcia,f,01/Jul/74,hollandscott@hotmail.com,5385
485,_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,09/Oct/20,david_donaldson_md,m,24/Nov/07,xkent@gmail.com,7517
486,_universidad_de_palermo,agronomía,09/Oct/20,steve_adkins,m,24/Nov/34,hdavies@yahoo.com,6443
487,_universidad_de_palermo,medicina,09/Oct/20,joel_crosby,m,07/May/26,phamrobert@gmail.com,5384
488,_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,09/Oct/20,sally_cruz,f,17/Dec/22,obrienandrew@yahoo.com,3048
489,_universidad_de_palermo,técnico_para_bioterios_,10/Oct/20,gerald_solomon,m,27/Dec/73,jmiller@yahoo.com,8349
490,_universidad_de_palermo,licenciatura_en_ciencias_geológicas,10/Oct/20,ryan_schwartz,m,11/Apr/19,tphillips@hotmail.com,1761
491,_universidad_de_palermo,medicina,10/Oct/20,julie_mosley,f,17/Nov/81,qwalsh@hotmail.com,4142
492,_universidad_de_palermo,licenciatura_en_artes,10/Oct/20,alan_king,m,07/Mar/47,hutchinsonmaria@yahoo.com,5734
493,_universidad_de_palermo,licenciatura_en_ciencias_biológicas,10/Oct/20,joanne_benjamin,f,10/Nov/55,griffinisabel@hotmail.com,4434
494,_universidad_de_palermo,actuario_,10/Oct/20,patricia_dickerson,f,08/Jan/57,castrokatherine@gmail.com,3620
495,_universidad_de_palermo,diseño_industrial,10/Oct/20,theresa_johnson,f,16/Aug/20,johnsonmiguel@yahoo.com,2848
496,_universidad_de_palermo,medicina,10/Oct/20,linda_graham,f,15/Jul/19,johnsonwilliam@yahoo.com,5411
497,_universidad_de_palermo,técnico_para_bioterios_,10/Oct/20,tammy_hooper,f,11/Jan/78,sandracalhoun@hotmail.com,3732
498,_universidad_de_palermo,ciencias_veterinarias,10/Oct/20,richard_armstrong,m,02/Feb/32,ohampton@gmail.com,3123
499,_universidad_de_palermo,medicina,10/Oct/20,janice_trujillo,f,09/Dec/45,jeffreylee@hotmail.com,8158
500,_universidad_de_palermo,actuario_,10/Oct/20,stephen_malone,m,27/Aug/44,lorirhodes@gmail.com,9019
501,_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,11/Oct/20,rebecca_chavez,f,21/Feb/73,schultzvicki@hotmail.com,9013
502,_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,11/Oct/20,judy_mcintosh,f,12/Oct/05,thomaswaller@yahoo.com,3020
503,_universidad_de_palermo,licenciatura_en_ciencias_biológicas,11/Oct/20,andrea_davis,f,31/Oct/75,denisemcdonald@yahoo.com,3362
504,_universidad_de_palermo,licenciatura_en_artes,11/Oct/20,david_young,m,11/Jun/41,stephen32@yahoo.com,9039
505,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,11/Oct/20,randall_roberts,m,21/Jul/72,cwhite@hotmail.com,2921
506,_universidad_de_palermo,medicina,11/Oct/20,david_webb,m,10/Jun/16,smithanthony@yahoo.com,3128
507,_universidad_de_palermo,bioquímica,11/Oct/20,jeremiah_collins,m,22/Apr/10,ynguyen@yahoo.com,5734
508,_universidad_de_palermo,licenciatura_en_ciencias_biológicas,11/Oct/20,ashley_carpenter,f,30/Mar/08,jmoreno@gmail.com,7545
509,_universidad_de_palermo,licenciatura_en_musicoterapia,12/Oct/20,veronica_dyer,f,19/Feb/83,ojones@gmail.com,5327
510,_universidad_de_palermo,licenciatura_en_ciencias_geológicas,12/Oct/20,cynthia_adams,f,07/Oct/99,erik55@gmail.com,5595
511,_universidad_de_palermo,actuario_,12/Oct/20,donald_schaefer,m,13/Mar/13,michaelhernandez@hotmail.com,9031
512,_universidad_de_palermo,licenciatura_en_terapia_ocupacional,12/Oct/20,michelle_garcia_md,f,11/Feb/72,panderson@yahoo.com,3318
513,_universidad_de_palermo,actuario_,12/Oct/20,debra_kelley,f,23/Jun/05,gevans@yahoo.com,6550
514,_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,12/Oct/20,taylor_salazar,f,17/Jul/72,dylan83@gmail.com,6620
515,_universidad_de_palermo,diseño_industrial,12/Oct/20,donna_cervantes,f,09/Jun/82,scottstone@gmail.com,3555
516,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,12/Oct/20,kristen_hall,f,25/Feb/69,gstephens@yahoo.com,1929
517,_universidad_de_palermo,ingeniería_en_informática,12/Oct/20,julia_fisher,f,20/Aug/14,colejeremy@yahoo.com,3423
518,_universidad_de_palermo,ingeniería_electrónica,12/Oct/20,jordan_ramsey,f,14/Jun/39,edgarjacobs@yahoo.com,1617
519,_universidad_de_palermo,técnico_para_bioterios_,12/Oct/20,timothy_cox,m,28/Mar/13,brianroberts@hotmail.com,3117
520,_universidad_de_palermo,contador_público_,12/Oct/20,rickey_scott,m,09/Aug/13,salazaramanda@yahoo.com,5265
521,_universidad_de_palermo,medicina,12/Oct/20,heidi_watson,f,20/Dec/05,gonzalezamanda@hotmail.com,3563
522,_universidad_de_palermo,medicina,12/Oct/20,nancy_burnett,f,28/Apr/11,alicialarson@hotmail.com,2403
523,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,12/Oct/20,kevin_taylor,m,08/Oct/08,pamela05@hotmail.com,2415
524,_universidad_de_palermo,licenciatura_en_administración_,12/Oct/20,antonio_adams,m,16/Feb/14,jacksoncarroll@gmail.com,3701
525,_universidad_de_palermo,licenciatura_en_psicología,12/Oct/20,david_moore,m,16/Mar/17,jgutierrez@yahoo.com,5470
526,_universidad_de_palermo,ingeniería_en_informática,13/Oct/20,rachel_cummings,f,22/Dec/04,mreed@hotmail.com,8166
527,_universidad_de_palermo,diseño_industrial,13/Oct/20,christopher_gutierrez,m,13/Aug/92,joelsmith@gmail.com,2109
528,_universidad_de_palermo,licenciatura_en_ciencias_ambientales,13/Oct/20,dalton_frazier,m,09/Mar/78,ericwarner@gmail.com,3355
529,_universidad_de_palermo,licenciatura_en_ciencias_ambientales,13/Oct/20,laura_johnson,f,20/Aug/04,batesemma@gmail.com,5515
530,_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,13/Oct/20,michael_hernandez,m,22/Dec/79,anthonydowns@gmail.com,5701
531,_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,13/Oct/20,jeffrey_sweeney,m,10/Jul/81,vjacobs@gmail.com,1615
532,_universidad_de_palermo,ingeniería_en_informática,13/Oct/20,timothy_marshall,m,11/Feb/64,qchase@hotmail.com,3101
533,_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,13/Oct/20,abigail_best,f,12/Oct/21,ydawson@hotmail.com,9405
534,_universidad_de_palermo,bioquímica,13/Oct/20,lauren_rivers,f,11/Feb/73,piercejoseph@gmail.com,8109
535,_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,14/Oct/20,julie_flores,f,12/Mar/51,stephanieandersen@yahoo.com,9225
536,_universidad_de_palermo,farmacia,14/Oct/20,mary_cox,f,29/Aug/74,ramosgregory@yahoo.com,4152
537,_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,14/Oct/20,ralph_benson,m,23/May/69,amy62@yahoo.com,3440
538,_universidad_de_palermo,licenciatura_en_psicología,14/Oct/20,tyler_tucker,m,05/Mar/84,ortizwalter@gmail.com,8164
539,_universidad_de_palermo,licenciatura_en_terapia_ocupacional,14/Oct/20,lisa_willis,f,19/Jan/13,christina74@gmail.com,3487
540,_universidad_de_palermo,diseño_de_imagen_y_sonido,15/Oct/20,kim_charles,f,08/Dec/13,pagechristopher@yahoo.com,6607
541,_universidad_de_palermo,licenciatura_en_ciencias_geológicas,15/Oct/20,michael_carrillo,m,17/Apr/82,garciadiana@hotmail.com,5527
542,_universidad_de_palermo,ingeniería_electrónica,15/Oct/20,christina_ruiz,f,20/Feb/46,kingtimothy@yahoo.com,5713
543,_universidad_de_palermo,licenciatura_en_ciencias_ambientales,15/Oct/20,kenneth_arellano,m,04/Aug/47,kurt64@yahoo.com,4157
544,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,15/Oct/20,tracey_elliott,f,10/Nov/89,brownsergio@yahoo.com,5385
545,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,15/Oct/20,christy_french,f,04/Dec/71,collin65@gmail.com,2720
546,_universidad_de_palermo,licenciatura_en_ciencia_y_tecnología_de_alimentos,15/Oct/20,jack_lester,m,05/Oct/19,gerald44@hotmail.com,3471
547,_universidad_de_palermo,ingeniería_electrónica,15/Oct/20,laura_henry,f,11/Jan/01,monica06@yahoo.com,9225
548,_universidad_de_palermo,licenciatura_en_ciencias_geológicas,15/Oct/20,christian_herrera,m,05/Jul/59,thomas90@yahoo.com,5701
549,_universidad_de_palermo,medicina,15/Oct/20,john_sanchez,m,10/Jan/97,taylormax@gmail.com,8101
550,_universidad_de_palermo,licenciatura_en_musicoterapia,16/Oct/20,william_newman,m,06/Mar/88,melissamitchell@hotmail.com,3481
551,_universidad_de_palermo,diseño_de_imagen_y_sonido,16/Oct/20,cindy_brooks,f,29/Oct/06,ericapeterson@yahoo.com,3017
552,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,16/Oct/20,fred_dyer,m,08/Apr/54,michellemiller@hotmail.com,8308
553,_universidad_de_palermo,bioquímica,16/Oct/20,michael_merritt,m,30/Mar/19,waltonmelissa@gmail.com,9225
554,_universidad_de_palermo,licenciatura_en_ciencia_política_,16/Oct/20,chelsea_bowers,f,17/Sep/00,kyle35@gmail.com,3441
555,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,16/Oct/20,denise_andrews,f,02/Apr/07,hinesnicholas@gmail.com,8402
556,_universidad_de_palermo,ingeniería_mecánica,16/Oct/20,cody_jackson,m,18/Sep/63,nchen@yahoo.com,2931
557,_universidad_de_palermo,ingeniería_mecánica,16/Oct/20,kevin_chase,m,07/Sep/72,russelljeremy@gmail.com,4413
558,_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,16/Oct/20,crystal_hall,f,18/Aug/07,jamie12@hotmail.com,3180
559,_universidad_de_palermo,licenciatura_en_musicoterapia,16/Oct/20,jacob_andrews,m,14/Jun/07,bishopcourtney@yahoo.com,1804
560,_universidad_de_palermo,licenciatura_en_artes,16/Oct/20,stacy_stewart,f,14/Jun/29,wlewis@yahoo.com,2177
561,_universidad_de_palermo,medicina,16/Oct/20,dawn_ray,f,21/Jun/13,nicolemalone@gmail.com,8111
562,_universidad_de_palermo,licenciatura_en_administración_,16/Oct/20,michael_kerr,m,11/Nov/28,thomasdecker@yahoo.com,6311
563,_universidad_de_palermo,licenciatura_en_administración_,17/Oct/20,mindy_walters,f,05/Sep/01,joseph95@yahoo.com,2700
564,_universidad_de_palermo,ingeniería_mecánica,17/Oct/20,craig_hall,m,18/Apr/14,griffithcrystal@gmail.com,2146
565,_universidad_de_palermo,agronomía,17/Oct/20,martin_medina,m,21/Mar/64,jesusharris@yahoo.com,6333
566,_universidad_de_palermo,ciencias_veterinarias,17/Oct/20,todd_gomez,m,05/Feb/41,christopher50@gmail.com,4640
567,_universidad_de_palermo,contador_público_,17/Oct/20,james_williams,m,22/Apr/12,shall@gmail.com,4600
568,_universidad_de_palermo,licenciatura_en_ciencia_política_,17/Oct/20,ashley_sullivan,f,02/Jun/84,joshua42@gmail.com,3287
569,_universidad_de_palermo,actuario_,17/Oct/20,peter_hill,m,12/Dec/52,rswanson@hotmail.com,3162
570,_universidad_de_palermo,licenciatura_en_ciencias_biológicas,17/Oct/20,diane_ortiz,f,03/Feb/09,andrewking@yahoo.com,1653
571,_universidad_de_palermo,técnico_para_bioterios_,17/Oct/20,kaitlin_meyer,f,27/Nov/97,ahowell@gmail.com,5721
572,_universidad_de_palermo,licenciatura_en_administración_,17/Oct/20,ryan_nelson,m,25/Nov/73,petersonluis@yahoo.com,5500
573,_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,18/Oct/20,jamie_rose,m,04/Jul/19,kpope@hotmail.com,5759
574,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,18/Oct/20,debra_jacobson,f,09/Aug/56,devinwade@gmail.com,6667
575,_universidad_de_palermo,ingeniería_electrónica,18/Oct/20,susan_maldonado,f,11/Apr/21,mcdonaldyolanda@gmail.com,1854
576,_universidad_de_palermo,actuario_,18/Oct/20,michelle_ramirez,f,17/Sep/41,meredithbrown@gmail.com,1731
577,_universidad_de_palermo,licenciatura_en_artes,18/Oct/20,kimberly_gomez,f,15/Mar/64,makaylawhitney@gmail.com,2241
578,_universidad_de_palermo,licenciatura_en_ciencias_geológicas,18/Oct/20,paul_bradshaw,m,13/Jun/03,geraldbrown@gmail.com,5705
579,_universidad_de_palermo,licenciatura_en_ciencias_ambientales,18/Oct/20,deborah_collins,f,23/Oct/56,daniel42@yahoo.com,4711
580,_universidad_de_palermo,actuario_,18/Oct/20,sherry_wheeler,f,17/Jan/05,sonia30@gmail.com,6453
581,_universidad_de_palermo,licenciatura_en_ciencias_ambientales,18/Oct/20,rachel_jackson,f,17/Jan/82,shannoncampbell@hotmail.com,9400
582,_universidad_de_palermo,licenciatura_en_planificación_y_diseño_del_paisaje,18/Oct/20,vanessa_hodges,f,14/Sep/82,aprilrush@gmail.com,3000
583,_universidad_de_palermo,licenciatura_en_ciencias_de_la_computación,18/Oct/20,jean_rodriguez,f,13/Oct/16,herrerastephen@yahoo.com,2533
584,_universidad_de_palermo,licenciatura_en_kinesiología_y_fisiatría,18/Oct/20,charles_shannon,m,18/Sep/11,jackie24@yahoo.com,4135
585,_universidad_de_palermo,licenciatura_en_ciencia_política_,18/Oct/20,jonathan_smith,m,11/Sep/60,romeroandrea@hotmail.com,3144
586,_universidad_de_palermo,licenciatura_en_planificación_y_diseño_del_paisaje,18/Oct/20,ricky_walls,m,20/Apr/18,kdiaz@yahoo.com,2187
587,_universidad_de_palermo,farmacia,18/Oct/20,zachary_doyle,m,26/Nov/56,wmccall@hotmail.com,7161
588,_universidad_de_palermo,arquitectura,19/Oct/20,brandon_costa,m,09/Jan/71,dylanbrooks@gmail.com,7301
589,_universidad_de_palermo,licenciatura_en_ciencias_geológicas,19/Oct/20,susan_spencer,f,25/Jun/10,hwood@gmail.com,6537
590,_universidad_de_palermo,diseño_de_imagen_y_sonido,19/Oct/20,jennifer_camacho_dds,f,03/Feb/06,parkerbutler@gmail.com,5722
591,_universidad_de_palermo,ingeniería_electrónica,19/Oct/20,leslie_morales,f,23/Jan/09,brownashley@gmail.com,3366
592,_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,19/Oct/20,mariah_clark,f,17/May/69,rowejonathan@hotmail.com,4101
593,_universidad_de_palermo,licenciatura_en_musicoterapia,19/Oct/20,jill_kim,f,21/Jul/03,maureen50@hotmail.com,3700
594,_universidad_de_palermo,diseño_de_imagen_y_sonido,19/Oct/20,melody_singleton,f,27/Sep/18,harringtoncody@gmail.com,8107
595,_universidad_de_palermo,ciencias_veterinarias,19/Oct/20,george_henry,m,07/Jun/51,johnsonkatherine@yahoo.com,3283
596,_universidad_de_palermo,ingeniería_mecánica,19/Oct/20,raymond_gibbs,m,06/Dec/21,bradleybuchanan@hotmail.com,5465
597,_universidad_de_palermo,licenciatura_en_producción_de_bioimagenes,19/Oct/20,anna_black,f,08/Sep/76,lisaholloway@gmail.com,2741
598,_universidad_de_palermo,agronomía,19/Oct/20,stephanie_hayes,f,15/Nov/38,christophergray@gmail.com,6101
599,_universidad_de_palermo,diseño_industrial,19/Oct/20,thomas_luna,m,17/Aug/15,stephanie19@yahoo.com,6053
600,_universidad_de_palermo,licenciatura_en_psicología,19/Oct/20,michelle_kemp,f,09/May/69,wrightjennifer@yahoo.com,6228
601,_universidad_de_palermo,diseño_industrial,19/Oct/20,kimberly_chang,f,09/Jan/79,harold66@gmail.com,6612
602,_universidad_de_palermo,medicina,20/Oct/20,andrew_morris,m,22/Jan/11,rwells@gmail.com,9311
603,_universidad_de_palermo,bioquímica,20/Oct/20,kimberly_hawkins,f,21/Sep/08,brownmichelle@yahoo.com,4234
604,_universidad_de_palermo,farmacia,20/Oct/20,wayne_diaz,m,15/Jun/03,cindyblackwell@gmail.com,6652
605,_universidad_de_palermo,bioquímica,20/Oct/20,alexandra_hall,f,26/Feb/40,butleralyssa@yahoo.com,6062
606,_universidad_de_palermo,diseño_de_imagen_y_sonido,20/Oct/20,andrew_ray,m,08/Sep/12,sarahfoster@gmail.com,6346
607,_universidad_de_palermo,licenciatura_en_ciencias_antropológicas,20/Oct/20,timothy_berry,m,25/Jun/31,shepherdchloe@hotmail.com,7540
608,_universidad_de_palermo,licenciatura_en_gestión_de_agroalimentos,20/Oct/20,johnny_christian,m,01/Dec/09,danielsjoel@hotmail.com,3451
609,_universidad_de_palermo,licenciatura_en_ciencias_de_la_educación_,20/Oct/20,travis_robinson,m,12/Oct/20,marc34@hotmail.com,4147
610,_universidad_de_palermo,ciencias_veterinarias,20/Oct/20,sara_brooks,f,01/Dec/03,lmunoz@gmail.com,5707
611,_universidad_de_palermo,medicina,20/Oct/20,douglas_mitchell,m,02/May/37,andersonjudy@gmail.com,9121
612,_universidad_de_palermo,licenciatura_en_sociología_,20/Oct/20,brian_sanchez,m,17/Sep/04,duranrobin@gmail.com,3127
613,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,20/Oct/20,caroline_mcmahon,f,21/Apr/15,lawrencebrenda@yahoo.com,9037
614,_universidad_de_palermo,licenciatura_en_sociología_,21/Oct/20,jessica_hill,f,04/Jan/93,timothybarnes@yahoo.com,2905
615,_universidad_de_palermo,licenciatura_en_relaciones_del_trabajo_,21/Oct/20,john_sanchez,m,06/Aug/89,johnsontyler@yahoo.com,5775
