universities,careers,inscription_dates,names,sexo,birth_dates,locations,emails
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,09-11-2020,CHRISTIAN-JOHNSON,M,28-10-2004,ARROYO-CLARO,QSCHAEFER@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,13-11-2020,JENNIFER-YU,F,22-03-1942,BALCARCE,DAVIDANDREWS@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,09-12-2020,JENNIFER-WEBB,F,24-08-1940,GENERAL-GALARZA,MARIAMORALES@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,19-09-2020,DAVID-HUBER-JR.,M,02-02-1925,CAÑADON-CALIENTE,RYANCHAVEZ@GMAIL.COM
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,23-12-2020,JACQUELINE-LARSON-MD,F,13-04-1968,CAMARON-CHICO,OCOBB@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,23-09-2020,MARIO-WHITE,M,06-03-1967,ASTURIAS,DAVID97@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,15-12-2020,CARLY-JONES,F,30-05-2012,CUPILES,BRENDATHOMPSON@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,29-12-2020,KAYLA-RAY,F,15-10-1955,ALDEA-MARIA-LUISA,CARSONHEATHER@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,09-12-2020,DARRYL-RICE,M,01-09-2016,BELLA-VISTA,KJOYCE@GMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,20-10-2020,LEROY-LEE,M,20-01-1984,BALNEARIO-CHAPALCO,TAYLOR75@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,05-01-2021,DANIELLE-AYALA,F,11-11-1974,COLONIA-DOS-ROSAS-Y-LA-LEGUA,GUZMANNANCY@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,03-09-2020,BRIAN-JENKINS,M,08-04-1933,ARBOLEDA,BETHANYHAAS@YAHOO.COM
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,03-09-2020,DAVID-BLAKE,M,07-04-2017,ALGARROBITOS-1RO,ASHLEY16@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,06-09-2020,PAMELA-HOPKINS,F,30-05-1945,SAN-GERONIMO,RYAN25@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,14-11-2020,KEVIN-BLAIR,M,14-04-2017,AGUA-SALADA,CHRISTINEHARVEY@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,15-01-2021,ANDREW-PINEDA,M,02-10-1942,CUTRAL-CO,MELISSAPARKER@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,28-01-2021,RICHARD-DUKE,M,08-02-1968,DON-TORCUATO,DENISE75@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,09-09-2020,CAROLYN-DECKER,F,13-05-1916,AGUADA-DE-PIEDRA,WFREEMAN@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,15-01-2021,KEITH-SMITH,M,03-03-1981,BOCAYUBA,VANESSA36@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,20-09-2020,ASHLEY-SHIELDS,F,12-11-1936,HUANGUELEN,MCOOLEY@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,12-09-2020,MARCUS-PONCE,M,25-11-1979,ACASSUSO,KIMPAMELA@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,28-01-2021,KATELYN-KLINE,F,19-11-1956,ARROYO-PAREJA,RODRIGUEZPATRICK@GMAIL.COM
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,10-01-2021,CONNIE-HARRINGTON,F,11-11-1938,BALDE-AHUMADA,JACKSONMICHELE@YAHOO.COM
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,08-09-2020,RONALD-STARK,M,10-03-1975,AGUA-COLORADA,VICKIPRICE@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,15-10-2020,KENDRA-WRIGHT,F,07-02-1917,LOS-MOLINOS,KRISTENBAILEY@YAHOO.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,18-09-2020,CATHERINE-JOSEPH,F,02-06-1915,ALDEA-SANTA-MARIA,PRODRIGUEZ@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,07-09-2020,THEODORE-MYERS,M,03-03-1946,BARRIO-VILLA-ADELA,PAUL12@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,08-11-2020,CLAYTON-DORSEY,M,06-02-1932,QUILMES-OESTE,BRIANHOLMES@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,17-11-2020,SHAUN-OWENS,M,12-08-2004,CULULU,RONALDBROWN@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,02-10-2020,LAURA-BIRD,F,19-06-1951,BARRIO-JARDIN-LUZURIAGA,GARYNELSON@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,27-09-2020,PAUL-KHAN,M,14-02-1970,GONZALEZ-MORENO,CLUCAS@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,23-10-2020,BRENDAN-PRUITT,M,20-12-1965,CAMPO-SALUSSO,STEVENHERNANDEZ@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,05-10-2020,KYLE-MACDONALD,M,10-09-1996,ALTO-RIO-PICO,SAMUEL37@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,04-01-2021,KELLY-SMITH,F,24-09-2021,AGUA-CERCADA,JTHOMAS@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,14-10-2020,MRS.-EMILY-MARTIN,F,10-11-1916,ACASAPE,IBARRASTEPHEN@YAHOO.COM
UNIVERSIDAD-DEL-CINE,ACTUARIO-,10-11-2020,ETHAN-BROWN,M,06-01-1998,CAMPO-LA-FLOR-LOS-RALOS,VANGCHRISTOPHER@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,18-09-2020,TRAVIS-BALDWIN,M,05-02-1953,BARRIO-TROCHA,OMILLER@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,FARMACIA,04-10-2020,MARY-SMITH,F,21-10-1917,CAÑADON-BOTELLO,LYONSJUSTIN@YAHOO.COM
UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,24-12-2020,ASHLEY-POOLE,F,07-07-1906,BOWEN,ROBINSONKATHERINE@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,23-10-2020,MICHAEL-PETERSON,M,18-09-2000,LA-PASTORA,VHUYNH@YAHOO.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,20-09-2020,TIMOTHY-WILSON,M,01-01-1982,BATERIAS,DIANEMCLAUGHLIN@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,03-11-2020,JOSEPH-BATES,M,19-01-2007,ISLA-GRAN-MALVINA,JEREMYBERRY@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,19-09-2020,DANIELLE-CARPENTER,F,24-08-1943,AGUSTONI,YHARRIS@GMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,25-10-2020,JESUS-JOHNSON,M,21-05-1937,JUAN-E-BARRA,AMANDA49@YAHOO.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,09-09-2020,MR.-DAVID-PAGE,M,07-08-1954,CAMPO-YAGUARETE,ANDREWHUDSON@YAHOO.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,01-10-2020,ASHLEY-JONES,F,26-09-1927,COLONIA-RIVAS,WRICH@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,26-01-2021,JEREMY-WALKER,M,14-01-1988,GENERAL-HORNOS,JESSICAMOSLEY@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,09-01-2021,ALLEN-DUNCAN,M,16-07-1940,GREGORIO-DE-LAFERRERE,GARZALINDSEY@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,10-12-2020,MAKAYLA-RAMOS,F,06-06-1911,KILOMETRO-125,MARTINKAISER@YAHOO.COM
UNIVERSIDAD-DEL-CINE,FARMACIA,19-11-2020,DANIEL-GONZALES,M,28-10-1912,BALNEARIO-ORIENTE,BLACKTARA@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,08-01-2021,JARED-GILLESPIE,M,22-02-1950,PUNTA-LARA,CHARLES01@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,23-11-2020,CAITLYN-KRAUSE,F,30-08-1951,AGUADA-A-PIQUE,BARRJOSHUA@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,23-12-2020,CHRISTOPHER-CONWAY,M,06-07-1938,VILLA-SABOYA,RENEE07@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,10-09-2020,JENNIFER-GONZALES,F,10-04-1980,CAÑADA-LA-RICA,AMANDA95@YAHOO.COM
UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,04-11-2020,HANNAH-WILLIS,F,15-05-1934,CHOCORI,QTYLER@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,31-10-2020,RONALD-HAWKINS,M,28-07-2001,COLONIA-JAPONESA,ROGERSJENNIFER@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,10-01-2021,BARBARA-RANDOLPH,F,12-02-1992,BANDA-VARELA,ROBINSONDAVID@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,16-01-2021,JOCELYN-SHAW,F,17-06-1915,DOCK-SUD,TIMOTHYLOPEZ@YAHOO.COM
UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,22-12-2020,JAMES-HART,M,28-02-2005,AERO-CLUB-ROSARIO,BROWNMATTHEW@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,28-12-2020,CHRISTINA-PATTERSON,F,13-01-2009,FLORIDA,THOMAS16@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,09-10-2020,CODY-BARNES,M,09-08-1957,CARANDAITI,GWENDOLYNCARPENTER@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,10-01-2021,LAURA-LOPEZ,F,28-03-1969,BAJO-DE-LOS-SUELDOS,TRAVISATKINSON@GMAIL.COM
UNIVERSIDAD-DEL-CINE,FARMACIA,24-09-2020,AMBER-GUTIERREZ,F,01-11-2016,INGENIERO-WILLIAMS,PSMITH@GMAIL.COM
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,05-12-2020,MONICA-POTTS,F,06-11-1943,22-DE-MAYO,RAMIREZRONALD@GMAIL.COM
UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,19-09-2020,CHRISTINA-BAILEY,F,18-10-1926,EL-ARBOLITO,PHILLIPSABIGAIL@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,25-11-2020,EMILY-SULLIVAN,F,25-12-1950,ESCUELA-AGRICOLA-DON-BOSCO,ULEWIS@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,04-10-2020,LISA-SCHWARTZ,F,03-10-1991,COLONIA-MACKINLAY,PNELSON@GMAIL.COM
UNIVERSIDAD-DEL-CINE,MEDICINA,12-01-2021,JAMES-MILLER,M,01-05-1957,LA-AGUADA-DE-LAS-ANIMAS,NATHAN81@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,28-10-2020,JOHN-COOK-JR.,M,18-02-1938,ITUZAINGO,PHILIP66@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,24-10-2020,MICHELLE-CLAY,F,18-05-1990,BARRIO-DON-SANTIAGO,LAWSONEMILY@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,24-09-2020,BENJAMIN-WALKER,M,20-06-1963,CLAVERIE,GSMITH@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,16-09-2020,SIERRA-SIMS,F,16-10-1942,CASCADA,RACHAELCHASE@YAHOO.COM
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,09-01-2021,ROBERT-MALONE,M,20-07-1933,COLONIA-CELINA,FRANK33@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,21-11-2020,PATRICK-CURTIS,M,17-03-1960,ACEILAN,LARRY17@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,12-09-2020,TIMOTHY-MENDEZ,M,16-05-1993,COLONIA-LOS-BOSQUES,TJOHNSON@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,28-10-2020,LAUREN-SMITH,F,17-08-1910,DOLORES,LKLINE@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,29-10-2020,PATRICIA-MCNEIL,F,24-03-1912,CARRO-QUEMADO,FRANKBRYANT@YAHOO.COM
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,12-09-2020,HEATHER-WANG,F,30-10-1921,CUTRAL-CO,MICHAELYOUNG@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,30-01-2021,EMILY-HAHN-PHD,F,30-10-1981,CAA-YARI,BRYANBROWN@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,30-09-2020,LOUIS-PARSONS,M,05-02-1941,ANGUIL,ERIC55@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,03-09-2020,VANESSA-LARSON,F,06-09-1980,CASTILLA,RAYMONDCARROLL@GMAIL.COM
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,22-10-2020,RHONDA-ROSS,F,29-12-1967,COLONIA-ADOLFO-ALSINA,CHAD59@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,28-10-2020,MICHAEL-HUNTER,M,07-05-2002,AGUADITA,LMILES@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,19-01-2021,RAYMOND-RODRIGUEZ,M,10-07-2001,ARAÑITA,SYDNEY92@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,24-09-2020,CHRISTOPHER-JONES,M,02-03-1958,CAMPO-CALVO,MIRANDAROSS@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,22-10-2020,JORDAN-HALL,F,05-12-2002,COLONIA-MACKINLAY,GTURNER@YAHOO.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,04-11-2020,AARON-STARK,M,05-05-1973,ESC-NAV-MILITAR-RIO-SANT,HANSENDANA@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,11-12-2020,TIMOTHY-FLOYD,M,20-02-1915,EL-TREBOL,IALLEN@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,04-09-2020,TRAVIS-ROBERTS,M,13-04-1991,CAPILLA-DEL-SEÑOR,JESSE68@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,07-10-2020,REGINA-SAMPSON,F,29-08-1991,VICTORIA,TRAVIS51@YAHOO.COM
UNIVERSIDAD-DEL-CINE,MEDICINA,29-10-2020,JOHN-BROWN,M,31-01-2015,ABRA-DE-PIVES,VICTOR15@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,09-01-2021,JACOB-VEGA,M,14-07-2000,AGUA-NEGRA,AMANDA51@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,27-11-2020,KRISTEN-COLEMAN,F,18-07-1921,CHILLAR,WLIN@GMAIL.COM
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,09-11-2020,SARAH-FERNANDEZ,F,15-07-2021,ESTACION-SAGUIER,TRAVIS79@YAHOO.COM
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,19-01-2021,MELISSA-DANIELS,F,20-05-1950,ARROYO-TOMAS,CALEBTUCKER@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,25-01-2021,JONATHAN-JACKSON,M,31-07-1913,CASIMIRO-GOMEZ,THOMASREEVES@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,ACTUARIO-,16-10-2020,JUSTIN-WOODWARD,M,30-01-1956,ARROYO-SECO,CLEMENTSNATASHA@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,03-11-2020,CASEY-ROMERO,M,09-05-1969,COLONIA-MACKINLAY,SANCHEZLISA@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,12-01-2021,CHARLES-BROWN,M,09-07-1984,ISLA-GRAN-MALVINA,JACKIEMONTGOMERY@GMAIL.COM
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,05-11-2020,LARRY-VILLA,M,20-04-1993,WHEELWRIGHT,JULIACAMACHO@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,18-01-2021,TIFFANY-THOMAS,F,22-10-1949,GARCIA-DEL-RIO,SHEILAMEYER@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,08-10-2020,WILLIAM-WASHINGTON,M,21-09-2019,EL-CAMPAMENTO,ALYSSA20@YAHOO.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,13-01-2021,MAURICE-DUNN,M,19-12-1933,AGUADA-ESCONDIDA,TREYNOLDS@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,25-12-2020,LINDSEY-MCGUIRE,F,13-09-1931,DOS-HERMANAS,KRISTISMITH@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,16-09-2020,STEPHANIE-HILL,F,31-08-1921,ARTEAGA,GARY29@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,18-01-2021,CAMERON-THOMPSON,M,27-02-1924,CARILO,LEAH09@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,13-09-2020,CODY-GOMEZ,M,16-08-1962,CUPILES,JAMESALI@GMAIL.COM
UNIVERSIDAD-DEL-CINE,ARQUITECTURA,10-09-2020,JONATHAN-TOWNSEND,M,08-07-1978,CALILEGUA,BARTLETTKEITH@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,26-01-2021,DAVID-GOULD,M,23-10-1925,9-DE-JULIO-KILOMETRO-20,BRANDON13@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,21-01-2021,VICTOR-DAVIS,M,17-09-1984,COLONIA-BARON,CASTROBRENDA@GMAIL.COM
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,30-11-2020,CARLOS-GRAY,M,05-07-1997,CAMPO-DE-VILLAMIL,JENNINGSJONATHAN@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,29-12-2020,SCOTT-HUGHES,M,25-10-1924,EL-MEDANO,NAVARROMEGAN@YAHOO.COM
UNIVERSIDAD-DEL-CINE,ACTUARIO-,30-01-2021,DEREK-LYNCH,M,17-05-1922,EL-BRETE,KEVIN26@YAHOO.COM
UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,31-01-2021,MELISSA-SHAFFER,F,15-04-1999,ARROYO-BURGOS,DENISEHARVEY@GMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,20-09-2020,ADAM-SHARP,M,10-03-1910,GAHAN,ANGELICASMITH@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,26-09-2020,STEVEN-THORNTON,M,27-08-1930,AGUA-LINDA,LORISMITH@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,13-09-2020,ROBERT-ANDERSON,M,28-12-1912,BLAQUIER,WILLIAM10@GMAIL.COM
UNIVERSIDAD-DEL-CINE,MEDICINA,11-09-2020,CHRISTOPHER-CERVANTES,M,23-04-1909,COLONIA-LA-YERBA,COOKDAVID@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,29-12-2020,JOSE-SIMMONS,M,13-10-1917,MARIA-MAGDALENA,LRUIZ@GMAIL.COM
UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,24-12-2020,JENNIFER-STOKES,F,23-09-1962,ALTO-BLANCO,WMOORE@YAHOO.COM
UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,06-01-2021,JOSHUA-HERNANDEZ,M,08-12-1971,BOWEN,YBROWN@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,10-09-2020,SARAH-VILLANUEVA,F,02-11-1940,ARTURO-SEGUI,JONATHANHICKS@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,30-09-2020,AMANDA-TODD,F,06-08-2006,CORRALITO,TWALTERS@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,16-09-2020,MADELINE-NORTON,F,19-08-1964,BARRIO-EMIR-RAMON-JUAREZ,FOSTERSCOTT@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,24-11-2020,PAULA-GONZALEZ,F,22-07-1938,BARLETT,REEDDANIEL@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,04-10-2020,ANGEL-NEAL,F,27-05-1941,ARROYO-EL-MOCHO,JOHNFERNANDEZ@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,03-10-2020,JAMES-PITTMAN,M,30-09-1935,ITURRASPE,ANA42@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,18-01-2021,ARTHUR-MIRANDA,M,22-10-1984,FRANCISCO-MADERO,WENDY07@YAHOO.COM
UNIVERSIDAD-DEL-CINE,FARMACIA,08-12-2020,ANTHONY-SMITH,M,25-10-1932,BARRIO-BATAN,AMANDAARMSTRONG@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,15-10-2020,AMBER-LEWIS,F,16-07-1989,ARGERICH,JULIESCOTT@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,06-12-2020,ADAM-WILLIS,M,03-10-1990,ALGARROBO-GRANDE,KELLYGUERRERO@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,19-10-2020,DAVID-WILLIAMS,M,01-08-1967,OCHO-VADOS,WILLIAMSDANIEL@GMAIL.COM
UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,30-11-2020,DEBBIE-GROSS,F,28-01-1968,VILLA-ADELINA,GWEISS@YAHOO.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,06-01-2021,JACOB-GARCIA,M,23-05-1989,CASCADA-LOS-CANTAROS,DIANASHARP@YAHOO.COM
UNIVERSIDAD-DEL-CINE,AGRONOMÍA,25-12-2020,RACHAEL-FORD,F,23-08-2005,RECALDE,IBENJAMIN@HOTMAIL.COM
UNIVERSIDAD-DEL-CINE,MEDICINA,08-11-2020,WENDY-MCDONALD,F,28-01-1996,COLONIA-LEIVA,COLLINSJOSHUA@GMAIL.COM
UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,14-10-2020,JEFFREY-THOMAS,M,06-04-1946,CAMPO-HORQUESCO,REESEKYLE@GMAIL.COM
