universidades,carreras,fechas_de_inscripcion,nombres,sexo,fechas_nacimiento,codigos_postales,emails
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Nov-28,kevin-newman,m,87-Oct-25,8536,thompsonwilliam@gmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Dec-11,julie-foster,f,30-Nov-03,1901,chapmanandrea@hotmail.com
universidad-de-buenos-aires,medicina,20-Nov-03,andre-roberts,m,10-Mar-06,3111,allenhaley@hotmail.com
universidad-de-buenos-aires,arquitectura,21-Jan-19,miguel-everett,m,12-Dec-19,6345,sarahleach@gmail.com
universidad-de-buenos-aires,bioquímica,20-Sep-21,justin-davis,m,62-Jan-17,1649,smithtaylor@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Sep-05,michael-hanson,m,09-Feb-26,4139,danielle07@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Oct-02,jennifer-wright,f,11-Feb-04,1895,nlane@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Sep-12,stephen-russell,m,47-Oct-29,3317,fischerjoshua@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Nov-02,miss-andrea-russell,f,46-Dec-06,2633,kelsey01@hotmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,21-Jan-18,donald-vasquez,m,84-Jan-11,2123,mark31@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-07,andrea-sanchez,f,78-Jan-14,6435,crystal35@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Nov-19,shane-parker,m,87-Apr-07,3351,yingram@hotmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Oct-25,william-russell,m,21-Feb-17,3201,ajames@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Dec-18,monica-taylor,f,18-Jun-01,8151,afrancis@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Nov-05,alyssa-ewing,f,68-Mar-27,5589,fnelson@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Dec-03,eric-barron,m,49-May-13,7530,iblair@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Nov-16,crystal-sanders,f,77-Sep-16,9220,hammondjacqueline@hotmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Oct-30,stephen-sanchez,m,63-Apr-28,9401,qsmith@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Sep-24,william-anderson-dvm,m,78-May-12,5711,lewisanthony@gmail.com
universidad-de-buenos-aires,farmacia,20-Nov-26,gregory-hurley,m,82-Jan-06,2812,charris@hotmail.com
universidad-de-buenos-aires,actuario-,20-Nov-01,aaron-miller,m,07-Oct-17,6223,ashley01@gmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Sep-22,audrey-cooper,f,76-Apr-24,9041,wadeadam@yahoo.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Nov-21,larry-gonzales,m,16-Apr-09,9411,hshea@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Dec-26,dennis-schmidt,m,20-Oct-15,7515,caitlinswanson@gmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Dec-16,jennifer-arias,f,33-Jun-01,6465,trose@hotmail.com
universidad-de-buenos-aires,agronomía,21-Jan-19,maria-drake,f,15-Nov-01,7261,jose52@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Oct-13,william-romero,m,85-Mar-31,6430,timothyrichardson@gmail.com
universidad-de-buenos-aires,diseño-industrial,20-Sep-10,barry-moyer,m,59-Jan-06,1754,patriciaberg@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Dec-01,james-elliott,m,73-Jan-13,6474,eric82@hotmail.com
universidad-de-buenos-aires,diseño-industrial,20-Oct-05,tyler-schwartz,m,01-Aug-24,5775,davidbrown@hotmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Dec-16,michael-becker-md,m,56-Dec-12,1731,melissa83@gmail.com
universidad-de-buenos-aires,actuario-,21-Jan-31,thomas-neal,m,08-Aug-17,2179,stephensadrian@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Sep-18,kelly-acosta,f,05-Feb-05,3351,bharrison@hotmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Oct-03,kristen-nelson,f,20-Feb-04,6352,wellsdana@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Sep-21,charles-moran,m,52-Jul-10,3513,zcannon@yahoo.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,21-Jan-02,jessica-stokes,f,71-Sep-14,5570,alexisbarber@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,21-Jan-03,shane-garcia,m,51-Nov-23,6009,vwest@yahoo.com
universidad-de-buenos-aires,agronomía,20-Dec-31,dr.-kristen-barnes,f,29-Feb-06,1987,fwalker@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-16,jeffrey-martin,m,21-Feb-22,8336,msilva@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Nov-25,adam-smith,m,07-May-24,5624,markmorales@gmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-13,richard-george,m,21-Nov-12,1878,mcleanharry@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Nov-17,annette-figueroa,f,94-Aug-11,1862,stephanieschroeder@yahoo.com
universidad-de-buenos-aires,contador-público-,21-Jan-20,anthony-figueroa,m,08-May-10,6367,darrell02@yahoo.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Nov-19,teresa-frank,f,54-Sep-01,5763,tbaker@yahoo.com
universidad-de-buenos-aires,ciencias-veterinarias,21-Feb-01,tyler-diaz,m,20-Apr-12,5274,clinton11@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Nov-23,mr.-thomas-mcintyre-dvm,m,11-Jun-15,4633,anthonycain@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Nov-06,maria-nguyen,f,34-Jan-10,3401,rmata@hotmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Sep-20,jill-kemp,f,46-Oct-29,2841,thomasthompson@yahoo.com
universidad-de-buenos-aires,farmacia,20-Dec-17,anthony-henderson,m,43-Aug-23,2301,ocarney@yahoo.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Sep-04,thomas-reynolds,m,95-Sep-09,6723,brandon31@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Nov-06,jeffrey-love,m,25-Feb-06,6743,vickienicholson@gmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Sep-26,adrienne-martin,f,04-Aug-30,1888,john53@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Oct-05,ricky-baldwin,m,41-Jul-12,3113,jared20@hotmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-29,daniel-russo,m,97-Jul-17,3044,smallbarbara@gmail.com
universidad-de-buenos-aires,farmacia,20-Dec-14,andrea-fleming,f,08-Mar-04,2173,danielcortez@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Dec-30,james-hall,m,76-Feb-05,3061,thomas98@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Oct-11,alvin-sherman,m,26-Jan-24,3228,kellykyle@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-23,monique-moore,f,59-Feb-16,6330,varias@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Dec-17,daniel-wu,m,31-Mar-02,5589,andrea63@yahoo.com
universidad-de-buenos-aires,arquitectura,20-Oct-20,jeffrey-richardson,m,29-Jul-10,1739,carriehicks@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Sep-16,lynn-rodriguez,f,19-Jul-18,8172,rebecca65@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Nov-06,linda-richardson,f,13-Jun-25,6223,michele37@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Nov-21,cameron-pena,m,66-Jan-17,2919,ymiller@gmail.com
universidad-de-buenos-aires,diseño-industrial,20-Dec-16,debbie-lopez,f,84-Feb-08,1890,scottkenneth@hotmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-09,sara-crosby,f,66-Oct-01,4172,hkelley@hotmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Nov-14,barbara-rodriguez,f,27-Jun-29,5321,charles26@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-15,stacy-hodge,f,64-Sep-11,7545,brianrivera@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Nov-25,laura-ho,f,44-Sep-13,5470,sabrina76@gmail.com
universidad-de-buenos-aires,contador-público-,20-Oct-27,jacob-torres,m,51-Jul-08,1856,jvalencia@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,21-Jan-19,joseph-dawson,m,14-Feb-01,2700,dmoore@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Dec-13,tracy-rhodes,f,92-Jun-25,1862,cassandraolsen@hotmail.com
universidad-de-buenos-aires,farmacia,20-Dec-03,tyler-cunningham,m,30-Nov-10,3432,collinswayne@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Oct-06,carlos-hopkins,m,99-Jan-22,3386,dodom@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Oct-03,kevin-richards,m,90-Nov-13,6474,zyoung@yahoo.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Sep-16,megan-bennett,f,89-Apr-17,9401,edwinsawyer@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-30,daniel-schneider,m,14-Feb-10,8148,thomaslam@gmail.com
universidad-de-buenos-aires,actuario-,20-Dec-09,jason-briggs,m,10-May-29,5637,iwhite@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Dec-01,nichole-nelson,f,86-Aug-21,3081,theresa83@gmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,21-Jan-27,robert-pollard,m,83-Dec-26,1901,lopezjessica@hotmail.com
universidad-de-buenos-aires,agronomía,20-Oct-05,angela-reese,f,38-Apr-06,5722,taylor42@hotmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Oct-20,stephen-nichols,m,46-Jul-17,3052,nmay@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-02,christina-moore,f,00-Jan-16,7505,christinawilliams@gmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Oct-02,karen-dunn,f,45-Aug-30,7305,davispatrick@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Nov-29,ashley-bean,f,12-Mar-12,3050,stephenanderson@hotmail.com
universidad-de-buenos-aires,bioquímica,20-Oct-15,jody-howell,f,09-May-05,6409,angela77@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Sep-01,kenneth-fernandez,m,19-Jul-21,2914,michaelrose@yahoo.com
universidad-de-buenos-aires,bioquímica,20-Dec-02,kimberly-pham,f,42-Jun-29,2113,abigailgray@yahoo.com
universidad-de-buenos-aires,agronomía,20-Nov-28,jorge-castro,m,03-Apr-01,5735,misty59@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Nov-25,christina-kelly,f,15-May-10,7623,kylecrawford@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Nov-01,gwendolyn-franklin,f,51-Sep-30,3309,andrea40@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-06,kristen-rose,f,59-Jul-04,1987,alexandragarcia@hotmail.com
universidad-de-buenos-aires,bioquímica,21-Jan-15,jeffrey-cox,m,07-Oct-29,6553,ahawkins@yahoo.com
universidad-de-buenos-aires,farmacia,20-Sep-20,terry-ayers,m,44-Aug-14,5759,sarah64@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,21-Jan-04,tracey-green,f,75-Nov-18,2764,victorjackson@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Nov-05,mary-mcdowell,f,89-Sep-05,5415,hannahblackwell@hotmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,21-Jan-13,mrs.-evelyn-smith-md,f,36-Sep-18,3105,cbowen@gmail.com
universidad-de-buenos-aires,bioquímica,20-Dec-10,angela-ramos,f,96-May-19,4622,richard57@gmail.com
universidad-de-buenos-aires,ingeniería-en-informática,20-Oct-28,brent-ingram,m,74-Jan-24,6207,jameswolfe@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Sep-27,gary-vargas,m,59-Dec-05,5351,gsweeney@hotmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,21-Jan-28,megan-torres,f,97-Sep-06,9021,nicole48@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-11,renee-pearson,f,31-Jul-15,2253,bsimmons@yahoo.com
universidad-de-buenos-aires,contador-público-,20-Dec-05,eric-miller,m,75-Feb-16,4230,uwall@hotmail.com
universidad-de-buenos-aires,arquitectura,20-Dec-09,sally-wolf,f,82-Jun-12,5272,bdaniel@hotmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Dec-11,nicholas-foster,m,79-Nov-09,4145,sampsonheather@yahoo.com
universidad-de-buenos-aires,medicina,20-Sep-12,donna-atkins,f,51-Aug-06,9303,kellermicheal@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-05,frank-frost,m,98-Jun-07,2156,swansonjohn@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,21-Jan-30,michael-fowler,m,14-Oct-31,1640,gbrown@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Sep-04,alicia-thomas,f,36-Jul-11,5549,brianphillips@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,21-Feb-01,rebecca-cowan,f,36-Jan-19,6706,adam83@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Sep-20,suzanne-bruce,f,21-Jul-28,4122,karl02@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Oct-23,karen-moss,f,36-Jan-27,5385,nicholascharles@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-14,matthew-mendoza,m,04-Jun-22,5357,byrdkevin@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,21-Jan-05,jennifer-webb,f,69-Mar-28,7307,aaron52@gmail.com
universidad-de-buenos-aires,diseño-industrial,20-Sep-04,jane-dominguez,f,25-Apr-15,9107,vjuarez@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-05,frederick-stanley,m,81-Oct-23,5555,holtjamie@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Oct-05,brian-ross,m,06-Apr-05,8206,joshua11@yahoo.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Sep-14,monica-owens,f,99-May-20,1613,erinphillips@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Sep-08,matthew-rose,m,45-Nov-01,2241,jonathan38@gmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Nov-05,sandra-simon,f,23-Apr-24,3350,kristina72@gmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Nov-19,alicia-acosta,f,46-Jul-12,8171,patricia58@gmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Sep-30,william-walker,m,15-Jun-01,3718,connie50@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Nov-07,lynn-johnson,f,40-May-14,7247,erinbanks@gmail.com
universidad-de-buenos-aires,medicina,20-Nov-14,tony-chavez,m,29-Aug-04,2918,loripeterson@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Dec-31,kristopher-bennett,m,12-Aug-27,6354,michelle93@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Nov-24,ashley-williams,f,06-Mar-08,7228,cmitchell@hotmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Oct-23,sarah-adams,f,47-Jun-15,6070,jamesperry@yahoo.com
universidad-de-buenos-aires,bioquímica,21-Jan-10,danielle-mitchell,f,73-Jun-20,7613,vhill@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Dec-18,robert-elliott,m,19-Oct-15,3357,andersenmercedes@yahoo.com
universidad-de-buenos-aires,agronomía,20-Nov-18,taylor-clark,f,13-Apr-24,5883,kimberlyjones@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Nov-14,richard-kirby,m,39-Jan-07,2309,alvareztina@hotmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-04,aaron-byrd,m,11-Jun-12,8364,kristineblackwell@yahoo.com
universidad-de-buenos-aires,farmacia,21-Jan-14,jennifer-clarke,f,74-Oct-23,6433,kevinespinoza@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Oct-10,courtney-davis,f,85-Jun-27,5443,arivas@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-31,patrick-caldwell,m,84-Jul-26,4705,pottermegan@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,21-Jan-06,elizabeth-lin,f,45-Sep-13,2916,elizabethsmith@yahoo.com
universidad-de-buenos-aires,actuario-,20-Sep-21,luis-jackson,m,28-Mar-03,4142,andrewhamilton@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,21-Jan-15,julia-mora,f,11-Apr-24,5343,qbentley@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-27,megan-stuart,f,95-Jan-26,1923,sharpcynthia@gmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Dec-22,michael-williams,m,60-Nov-28,7501,melanie70@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Oct-01,brandon-henderson,m,10-Nov-20,4144,kennethdaniels@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Sep-30,jeremiah-mitchell,m,75-Feb-08,6213,calvin66@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Dec-13,melissa-buck,f,77-Jan-30,6748,julierogers@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Nov-16,william-mendez,m,39-Mar-17,6063,blakesparks@hotmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Dec-27,david-hill,m,36-Sep-15,9225,anita70@gmail.com
universidad-de-buenos-aires,medicina,20-Dec-18,michelle-butler,f,09-Jan-21,3085,uwallace@hotmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Dec-08,patrick-lee,m,59-Mar-03,4431,steven94@hotmail.com
universidad-de-buenos-aires,agronomía,20-Oct-31,john-palmer,m,57-Nov-18,2117,nicole92@gmail.com
universidad-de-buenos-aires,contador-público-,20-Dec-18,kimberly-murray,f,02-Sep-29,6380,arnoldbrandy@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,21-Feb-01,gregory-mata,m,51-Feb-26,5557,kporter@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Oct-11,philip-hill,m,06-Apr-14,8504,andrearios@hotmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Dec-18,margaret-munoz,f,91-Jul-09,1825,agarcia@hotmail.com
universidad-de-buenos-aires,arquitectura,20-Sep-21,jessica-bass,f,47-Dec-19,3485,nicole75@gmail.com
universidad-de-buenos-aires,contador-público-,20-Sep-25,caroline-tran,f,20-Aug-26,5734,sean73@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-21,shannon-chaney,f,24-Nov-21,6701,robert40@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-23,kayla-schmitt,f,94-Jul-09,3358,ynorton@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-16,jasmine-dickerson,f,85-Dec-27,4235,ajohnson@hotmail.com
universidad-de-buenos-aires,farmacia,20-Dec-30,michael-norris,m,27-Jun-20,2823,ywelch@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Nov-18,gloria-clark,f,17-Aug-22,2915,vsimmons@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Sep-05,jennifer-sullivan,f,57-Sep-12,5419,hillrobert@gmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,21-Jan-21,haley-smith,f,73-Feb-16,3344,lolson@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Dec-10,andrea-white,f,17-Jun-09,4135,wtucker@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Sep-11,linda-yu,f,39-May-30,8318,zsolomon@yahoo.com
universidad-de-buenos-aires,diseño-industrial,20-Dec-23,cassandra-johnson,f,65-Dec-13,3054,taylormonica@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Sep-14,timothy-gomez,m,35-Feb-05,2630,taylorjimmy@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,21-Jan-06,deborah-johnson,f,86-Sep-29,3071,opowers@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Nov-05,leah-brown,f,47-Dec-09,3105,jenniferdavis@gmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Nov-05,henry-brown,m,05-Jun-05,7631,juliewright@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Nov-09,angel-tucker,m,98-Jun-08,6435,kyle95@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Oct-31,michael-castillo,m,04-Feb-18,3032,williamsandrew@yahoo.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Sep-13,gabrielle-thomas,f,54-Feb-26,6022,coxsarah@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Sep-19,larry-allen,m,39-Sep-27,8168,lindsayjohnson@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Oct-04,cheryl-scott,f,41-May-22,7005,troy83@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-08,kyle-bailey,m,18-Jul-13,6241,kingmelanie@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Dec-15,donald-harris,m,78-Sep-05,2826,kaylee46@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Oct-27,carlos-anderson,m,46-Oct-02,1885,tbaxter@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Oct-08,miguel-pugh,m,33-Oct-26,5563,tara01@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Sep-27,anthony-young,m,52-May-07,3515,jgarcia@gmail.com
universidad-de-buenos-aires,agronomía,20-Dec-14,mrs.-teresa-waters,f,30-Feb-16,8118,xquinn@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Nov-11,carolyn-bray,f,22-Apr-27,1981,rjordan@gmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Dec-19,steven-leon,m,00-Nov-20,8127,hernandezkimberly@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,21-Jan-21,micheal-ruiz,m,18-Jan-13,3304,kpalmer@hotmail.com
universidad-de-buenos-aires,medicina,20-Nov-21,mary-harvey,f,20-Mar-15,8185,garrisondarlene@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Sep-25,kim-stokes,f,53-Jul-15,3316,andersongary@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Sep-20,marie-french,f,14-Jan-22,7150,across@gmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Sep-08,jennifer-thompson,f,08-Dec-05,4186,gomezveronica@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,21-Jan-31,harold-bradford,m,19-Oct-21,8361,mcdonaldjohn@yahoo.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Oct-31,alexander-moran,m,17-Jan-01,6430,ddiaz@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Oct-22,gregory-castro,m,00-Aug-05,3734,amberdeleon@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Dec-14,frank-cross,m,51-Jan-17,1849,bbarnes@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Nov-28,ross-wells,m,20-Nov-23,2915,mccarthykimberly@gmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Oct-01,louis-cobb,m,03-Jul-16,4166,xwatson@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Dec-15,daniel-garcia,m,17-Jul-29,5759,andrew96@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Dec-11,dr.-david-fritz,m,39-Feb-10,7300,craigmorris@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,21-Jan-02,gabriella-steele,f,19-Jul-01,2512,thompsonrichard@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Oct-21,sheila-downs,f,22-Oct-29,6307,stevenbradley@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Sep-29,elizabeth-brown,f,93-Oct-28,6667,dannysharp@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Nov-06,sarah-sherman,f,74-Feb-18,6319,andrebell@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Oct-01,heidi-cox,f,55-Oct-26,2942,bennettcarmen@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,21-Jan-11,peter-mullins,m,98-Jul-18,3514,connor21@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Oct-03,connie-greer,f,34-Sep-16,2729,cacosta@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Dec-12,mitchell-mcclure,m,14-Jul-07,2512,bondanthony@gmail.com
universidad-de-buenos-aires,actuario-,20-Nov-02,meagan-perez,f,31-Mar-06,6734,scotthardy@hotmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Sep-26,anne-elliott,f,47-Jan-14,1766,markwest@yahoo.com
